fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
-0.14454336916640625,1.3501159495566932,0.28856233601186443,-0.32518518605197666,-0.1492306663943301,0.06714749923371201,0.838124742626234,-0.08034938838332908,-0.2902506661401276,-0.9828608672310541,-0.5717610453450566
0.19520326382601375,0.5606809186889199,-0.46550964072076,0.26302482571169744,0.3244454826905837,0.5634551022654969,2.2100110615718203,0.6583316612918115,-1.4095702045550798,-0.8523720742877375,-1.0265403324371867
-0.4842900021588263,-0.22875411217885352,-0.3649667104897435,0.33655107718215677,-0.19659828130282153,0.06714749923371201,-0.28987067517347,-0.05983047033677683,0.3315935218681791,-0.9176164707593958,0.06492995658392492
-0.3710411244946866,1.462892382537804,-0.2644237802587269,-0.1781326831110583,0.04023979323963522,0.5634551022654969,0.6552065667668227,-0.6241007166163942,-1.2230169481525863,-1.3743272460610036,-1.117496189855614
-0.8806610739833166,0.5042927021983646,-0.2644237802587269,-0.4722376889928953,-0.1492306663943301,-0.7269446656171438,0.47228839090741115,0.14535871012851787,1.2643598038806378,-0.4609056954577884,-1.0265403324371867
1.4409409181315551,-1.525683091461624,0.9420913825134724,0.5571298315935345,-0.5992230080249983,0.4641935816591399,0.07596567654535295,0.24795330036116522,-1.160832529351757,-0.7218832813444209,-0.7536727601819095
0.6481987744825745,-0.567083411122185,-0.11360938491220204,0.1894985742412381,0.15865883051086377,-0.13137554197900195,-0.04597977402758804,0.6583316612918115,-0.787726016546773,0.5177602516170854,-0.38984933050820514
0.02532994732980425,-1.4129066584805132,1.092905777859997,-0.32518518605197666,0.18234263796510947,-0.9254677068298577,-1.0520297412543511,-1.3525223072683157,-0.35243508494095965,-0.19992810957115523,1.7930912475340195
0.6481987744825745,-1.4692948749710686,1.3442631034375387,-0.10460643164059893,-0.2676497036655587,-0.9254677068298577,-0.8691115653949396,-0.26501965080212847,-0.725541597745941,3.1275361104834145,1.429267817860315
-0.0312944915022666,0.1659634032550335,-0.16388085002771025,0.6306560830639938,-0.17291447384857583,-0.13137554197900195,1.7527156219232916,0.45314248082651687,-0.22806624733929834,-0.19992810957115523,-0.935584475018761
-0.14454336916640625,1.5756688155189145,-0.0633379197966937,0.6306560830639938,-0.22028208875706726,1.8538548701481374,1.1734747317018217,-0.018792634243729282,-0.787726016546773,-1.5048160390043201,-1.117496189855614
0.3650765803222243,0.5888750269341976,0.5399196615894059,-0.6192901919338138,4.2085899051868765,-1.0247292274362148,0.47228839090741115,0.19665600524484156,-1.9692299737625543,2.866558524596783,-1.0265403324371867
1.4409409181315551,-1.1873537925182924,0.891819917397964,-0.6928164434042731,-0.5281715856622611,0.06714749923371201,-0.28987067517347,0.9148181368734869,-0.6011727601442796,0.8439822339753769,-0.38984933050820514
-1.1637832681436668,1.4346982742925263,-1.3201245476844012,-0.32518518605197666,-0.5992230080249983,-0.9254677068298577,-1.0215433786111159,-0.039311552290281535,1.6996507354864512,-0.2651725060428135,-0.38984933050820514
1.2144431628032748,-1.4129066584805132,1.394534568553047,0.11597232277077908,0.4665483274160576,-1.0247292274362148,-0.8386252027517044,1.068710022222458,-0.41461950374178896,-0.13468371309949692,-0.8446286176003353
-0.2011678079984761,-0.7362480605938505,0.13774794066533938,-0.5457639404633545,1.6981063150368334,-1.4217753098616426,-0.07646613667082328,0.2992505954774889,-0.10369740973763698,1.7574037845785924,-0.8446286176003353
-1.107158829311597,-1.3001302254994032,1.092905777859997,-0.5457639404633545,-0.3860687409367869,0.26567054044642596,0.4418020282641759,-0.4189115361510995,0.7668844534739924,0.8439822339753769,-0.11698175825292646
-0.25779224683054647,-0.2851423286694088,2.0983350801701635,-0.6192901919338138,7.80852863823222,-0.13137554197900195,-0.44230248838964625,-0.08034938838332908,-1.4095702045550798,2.670825335181808,-1.2084520472740397
0.9313209686429247,0.5606809186889199,-0.11360938491220204,-0.10460643164059893,-0.19659828130282153,-0.9254677068298577,-0.41181612574641097,0.3505478905938126,-1.4095702045550798,-0.5261500919294467,-0.935584475018761
3.1396740830936563,-0.22875411217885352,2.048063615054655,0.33655107718215677,0.18234263796510947,-0.9254677068298577,-0.9605706533246454,0.9661154319898105,-1.844861136160893,1.8226481810502506,1.429267817860315
0.818072090978784,-1.3283243337446806,0.6907340569359309,-0.7663426948747324,-0.2913335111198044,-0.13137554197900195,-0.7776524774652339,-0.5933223395466228,-1.098648110550925,-0.9176164707593958,0.4287533862576293
0.9879454074749945,-0.3979187616505191,0.891819917397964,0.26302482571169744,-0.4808039707537697,-1.1239907480425717,-1.173975191827292,0.011985742826042143,0.0828558466648564,-0.19992810957115523,1.6111795326971665
0.3650765803222243,-0.7362480605938505,1.2437201732065222,0.04244607130031974,-0.7886934676589638,-0.2306370625853589,-0.5947343016058224,-0.8805871921980696,0.020671427864024358,1.6269149916352759,2.7026498217182797
-1.220407706975737,-0.7362480605938505,-0.5157811058362683,-0.5457639404633545,-0.3860687409367869,-0.42916010379807285,-0.655707026892293,-0.6241007166163942,0.6425156158723311,0.5830046480887436,-0.2988934730897795
-0.9939099516474568,1.9985804391980786,-1.3201245476844012,-0.1781326831110583,1.9112605821250448,-0.9254677068298577,-1.0520297412543511,-0.6189709871047846,1.5130974790839604,-0.9176164707593958,0.3377975288392036
-0.14454336916640625,-0.849024493574961,-1.0184957569913513,-0.5457639404633545,-0.17291447384857583,-0.3298985831917159,0.07596567654535295,-0.23937100324396665,0.3315935218681791,-0.8523720742877375,-0.48080518792663085
0.3650765803222243,-0.567083411122185,0.9420913825134724,-0.4722376889928953,-0.7886934676589638,-0.9254677068298577,-0.9300842906814102,-0.9831817824307169,0.20722468426651774,0.32202706220211047,1.8840471049524452
2.1204341841163954,-0.9054127100655164,2.5005068010942297,1.2188660948276682,-0.457120163299524,-0.8262061862235007,-0.25938431253023475,1.8894667440836936,-0.6011727601442796,-0.3304169025144718,2.3388263920445755
0.30845214149015443,-0.7362480605938505,0.6907340569359309,-0.2516589345815173,-0.1492306663943301,0.3649320610527829,0.1674247644750587,0.6583316612918115,0.7668844534739924,-0.06943931662783862,-1.117496189855614
0.9879454074749945,-0.567083411122185,0.33883380112737277,0.11597232277077908,0.2297102528736009,1.2582857465099957,1.2954201822747629,0.8635208417571063,-0.6011727601442796,0.19153826925879458,-0.38984933050820514
-0.2011678079984761,2.8725977948016848,-1.0687672221068598,-0.2516589345815173,-0.03081162912310158,-0.2306370625853589,-0.533761576319352,-0.4189115361510995,-0.6011727601442796,-0.6566388848727626,-0.48080518792663085
-0.5409144409908966,0.7298455681605858,-1.3201245476844012,-0.398711437522436,-0.03081162912310158,-0.9254677068298577,-0.7166797521787635,0.8122235466407826,1.8240195730881124,2.018381370465225,-0.48080518792663085
